Document_Number,Line_Item,Company_Code,Fiscal_Year,Posting_Month,Posting_Date,Document_Date,SAP_GL_Account,SAP_Account_Name,SAP_Cost_Center,Property_ID,Vendor,Customer_or_Tenant,Document_Type,Journal_Source,Debit_Credit,Amount_Local,Signed_Amount,Currency,Text,Close_Risk_Flag,Created_By
5100018528,1,1100,2026,2026-01,2026-01-26,2026-01-22,520000,Insurance,CC-02-UK,P-053,EnergiaPlus,,AA,Accrual Engine,S,76938.77,-76938.77,EUR,Lease adjustment,,JSMITH
5100018529,2,1100,2026,2026-01,2026-01-12,2026-01-10,520000,Insurance,CC-02-UK,P-053,EnergiaPlus,,KR,SAP FI,S,74861.78,-74861.78,EUR,Accrual reversal,,AP_BOT
5100018530,3,1100,2026,2026-01,2026-01-04,2025-12-27,520000,Insurance,CC-02-UK,P-053,EnergiaPlus,,AB,Accrual Engine,S,68455.82,-68455.82,EUR,Monthly posting,,CONTROLLING
5100018531,1,1100,2026,2026-02,2026-02-13,2026-02-11,400100,Rental income,CC-09-APA,P-026,,Logistics Tenant,WE,Payroll Upload,H,108777.11,108777.11,EUR,Accrual reversal,,JSMITH
5100018532,2,1100,2026,2026-02,2026-02-02,2026-01-30,400100,Rental income,CC-09-APA,P-026,,Tenant A,AA,SAP FI,H,106480.67,106480.67,EUR,Vendor invoice,,JSMITH
5100018533,3,1100,2026,2026-02,2026-02-09,2026-02-06,400100,Rental income,CC-09-APA,P-026,,Logistics Tenant,AA,AP Invoice,H,101483.43,101483.43,EUR,Accrual reversal,,JSMITH
5100018534,4,1100,2026,2026-02,2026-02-27,2026-02-24,400100,Rental income,CC-09-APA,P-026,,Tenant C,RE,Manual Journal,H,111787.0,111787.0,EUR,Accrual reversal,Manual high value,SAP_BATCH
5100018535,5,1100,2026,2026-02,2026-02-04,2026-02-04,400100,Rental income,CC-09-APA,P-026,,Retail Tenant,FX,AP Invoice,H,114972.07,114972.07,EUR,Monthly posting,,AP_BOT
5100018536,1,2000,2026,2026-02,2026-02-02,2026-01-24,511000,Utilities electricity,CC-03-AME,P-045,CloudSuite SE,,AA,SAP RE-FX,S,71292.52,-71292.52,EUR,Quarterly allocation,,MBECKER
5100018537,2,2000,2026,2026-02,2026-03-07,2026-02-28,511000,Utilities electricity,CC-03-AME,P-045,GreenHeat Utilities,,RE,Manual Journal,S,72337.23,-72337.23,EUR,Manual reclass,Manual high value,LCHEN
5100018538,3,2000,2026,2026-02,2026-02-22,2026-02-17,511000,Utilities electricity,CC-03-AME,P-045,CloudSuite SE,,KR,SAP CO Allocation,S,58063.81,-58063.81,EUR,Manual reclass,,CONTROLLING
5100018539,4,2000,2026,2026-02,2026-02-21,2026-02-19,511000,Utilities electricity,CC-03-AME,P-045,NorthBuild Contractors,,SA,Accrual Engine,S,64574.2,-64574.2,EUR,Monthly posting,,SAP_BATCH
5100018540,1,3000,2026,2026-01,2026-02-03,2026-01-27,560000,Travel and meetings,CC-02-DAC,P-012,WaterWorks City,,RE,Accrual Engine,S,33919.86,-33919.86,GBP,Quarterly allocation,Late posting,CONTROLLING
5100018541,2,3000,2026,2026-01,2026-01-14,2026-01-06,560000,Travel and meetings,CC-02-DAC,P-012,SecureWorks Facilities,,KR,SAP CO Allocation,S,31061.8,-31061.8,GBP,Monthly posting,,CONTROLLING
5100018542,1,1100,2026,2026-03,2026-03-02,2026-03-01,513000,Cleaning services,CC-09-WES,P-052,EnergiaPlus,,SA,SAP CO Allocation,S,58818.07,-58818.07,EUR,Lease adjustment,,MBECKER
5100018543,2,1100,2026,2026-03,2026-03-28,2026-03-26,513000,Cleaning services,CC-09-WES,P-052,NorthBuild Contractors,,FX,Depreciation Run,S,49412.65,-49412.65,EUR,Vendor invoice,,LCHEN
5100018544,3,1100,2026,2026-03,2026-04-01,2026-03-30,513000,Cleaning services,CC-09-WES,P-052,RentAdjust Consulting,,KR,SAP FI,S,45816.47,-45816.47,EUR,Quarterly allocation,Late posting,CONTROLLING
5100018545,1,1000,2026,2026-01,2026-01-03,2026-01-01,580000,Bad debt expense,CC-06-APA,P-044,SecureWorks Facilities,,AA,SAP RE-FX,S,73285.05,-73285.05,EUR,Quarterly allocation,,SAP_BATCH
5100018546,2,1000,2026,2026-01,2026-01-28,2026-01-24,580000,Bad debt expense,CC-06-APA,P-044,WaterWorks City,,AB,SAP FI,S,61341.5,-61341.5,EUR,Vendor invoice,,SAP_BATCH
5100018547,3,1000,2026,2026-01,2026-01-02,2025-12-30,580000,Bad debt expense,CC-06-APA,P-044,LegalTrust LLP,,SA,SAP FI,S,64006.84,-64006.84,EUR,Quarterly allocation,,SAP_BATCH
5100018548,4,1000,2026,2026-01,2026-01-07,2026-01-05,580000,Bad debt expense,CC-06-APA,P-044,EnergiaPlus,,SA,SAP FI,S,69872.39,-69872.39,EUR,Vendor invoice,,AP_BOT
5100018549,1,1100,2026,2026-01,2026-01-12,2026-01-07,400100,Rental income,CC-07-WES,P-053,,Tenant A,AB,Depreciation Run,H,466789.56,466789.56,EUR,Monthly posting,,SAP_BATCH
5100018550,2,1100,2026,2026-01,2026-01-04,2025-12-29,400100,Rental income,CC-07-WES,P-053,,Logistics Tenant,SA,SAP RE-FX,H,567374.47,567374.47,EUR,Utility true-up,,CONTROLLING
5100018551,3,1100,2026,2026-01,2026-01-18,2026-01-15,400100,Rental income,CC-07-WES,P-053,,Tenant A,KR,SAP FI,H,599913.78,599913.78,EUR,Accrual reversal,,SAP_BATCH
5100018552,4,1100,2026,2026-01,2026-01-16,2026-01-08,400100,Rental income,CC-07-WES,P-053,,Tenant C,AB,SAP CO Allocation,H,650976.19,650976.19,EUR,Accrual reversal,,LCHEN
5100018553,1,4000,2026,2026-01,2026-01-22,2026-01-13,550000,IT software and licenses,CC-11-UK,P-043,SecureWorks Facilities,,AA,SAP FI,S,13809.55,-13809.55,USD,Quarterly allocation,,SAP_BATCH
5100018554,2,4000,2026,2026-01,2026-01-31,2026-01-28,550000,IT software and licenses,CC-11-UK,P-043,TaxAdvisors Global,,KR,SAP CO Allocation,S,14848.68,-14848.68,USD,Vendor invoice,,LCHEN
5100018555,3,4000,2026,2026-01,2026-01-27,2026-01-27,550000,IT software and licenses,CC-11-UK,P-043,TaxAdvisors Global,,AA,SAP FI,S,15208.39,-15208.39,USD,Utility true-up,,JSMITH
5100018556,4,4000,2026,2026-01,2026-01-01,2026-01-01,550000,IT software and licenses,CC-11-UK,P-043,GreenHeat Utilities,,AA,Accrual Engine,S,11234.41,-11234.41,USD,Manual reclass,,MBECKER
5100018557,1,1100,2026,2026-05,2026-05-18,2026-05-15,710000,FX gain loss,CC-08-UK,P-014,LiftPro Services,,AB,SAP FI,S,6978.5,-6978.5,EUR,Quarterly allocation,,CONTROLLING
5100018558,2,1100,2026,2026-05,2026-05-17,2026-05-15,710000,FX gain loss,CC-08-UK,P-014,RentAdjust Consulting,,FX,Manual Journal,S,5918.42,-5918.42,EUR,Lease adjustment,,JSMITH
5100018559,1,5000,2026,2026-04,2026-04-09,2026-03-30,610000,Amortization lease incentives,CC-08-WES,P-005,LeaseOps Services,,SA,SAP RE-FX,S,57021.87,-57021.87,SGD,Utility true-up,,SAP_BATCH
5100018560,1,5000,2026,2026-03,2026-03-06,2026-02-25,710000,FX gain loss,CC-07-WES,P-019,UrbanClean GmbH,,FX,Accrual Engine,S,15996.29,-15996.29,SGD,Utility true-up,,CONTROLLING
5100018561,2,5000,2026,2026-03,2026-03-07,2026-03-02,710000,FX gain loss,CC-07-WES,P-019,LegalTrust LLP,,WE,Manual Journal,S,17273.53,-17273.53,SGD,Accrual reversal,,CONTROLLING
5100018562,3,5000,2026,2026-03,2026-03-04,2026-03-02,710000,FX gain loss,CC-07-WES,P-019,GreenHeat Utilities,,KR,SAP FI,S,14981.13,-14981.13,SGD,Utility true-up,,JSMITH
5100018563,1,1000,2026,2026-02,2026-02-16,2026-02-14,511100,Utilities heating,CC-05-APA,P-036,LiftPro Services,,RE,SAP FI,S,28546.22,-28546.22,EUR,Monthly posting,,MBECKER
5100018564,2,1000,2026,2026-02,2026-02-16,2026-02-07,511100,Utilities heating,CC-05-APA,P-036,GreenHeat Utilities,,RE,SAP FI,S,27821.0,-27821.0,EUR,Utility true-up,,JSMITH
5100018565,3,1000,2026,2026-02,2026-03-05,2026-03-04,511100,Utilities heating,CC-05-APA,P-036,CloudSuite SE,,WE,AP Invoice,S,24505.31,-24505.31,EUR,Monthly posting,Late posting,CONTROLLING
5100018566,4,1000,2026,2026-02,2026-02-06,2026-01-27,511100,Utilities heating,CC-05-APA,P-036,EnergiaPlus,,RE,SAP FI,S,24210.67,-24210.67,EUR,Utility true-up,,JSMITH
5100018567,5,1000,2026,2026-02,2026-02-22,2026-02-13,511100,Utilities heating,CC-05-APA,P-036,LeaseOps Services,,RE,AP Invoice,S,25492.52,-25492.52,EUR,Late invoice capture,,MBECKER
5100018568,1,1200,2026,2026-03,2026-03-21,2026-03-16,710000,FX gain loss,CC-05-UK,P-039,TaxAdvisors Global,,FX,AP Invoice,S,3045.6,-3045.6,EUR,Vendor invoice,,SAP_BATCH
5100018569,2,1200,2026,2026-03,2026-03-12,2026-03-04,710000,FX gain loss,CC-05-UK,P-039,LiftPro Services,,WE,Accrual Engine,S,2003.99,-2003.99,EUR,Accrual reversal,,JSMITH
5100018570,1,2000,2026,2026-01,2026-01-25,2026-01-24,580000,Bad debt expense,CC-05-AME,P-045,TaxAdvisors Global,,AB,AP Invoice,S,148902.06,-148902.06,EUR,Accrual reversal,,CONTROLLING
5100018571,2,2000,2026,2026-01,2026-01-16,2026-01-11,580000,Bad debt expense,CC-05-AME,P-045,WaterWorks City,,SA,SAP FI,S,142643.1,-142643.1,EUR,Quarterly allocation,,JSMITH
5100018572,1,1100,2026,2026-04,2026-04-21,2026-04-12,530000,Property tax,CC-10-APA,P-060,UrbanClean GmbH,,AA,Accrual Engine,S,45341.93,-45341.93,EUR,Vendor invoice,,LCHEN
5100018573,2,1100,2026,2026-04,2026-04-30,2026-04-21,530000,Property tax,CC-10-APA,P-060,LiftPro Services,,KR,AP Invoice,S,59455.63,-59455.63,EUR,Late invoice capture,,LCHEN
5100018574,3,1100,2026,2026-04,2026-04-27,2026-04-21,530000,Property tax,CC-10-APA,P-060,TaxAdvisors Global,,SA,SAP RE-FX,S,55049.09,-55049.09,EUR,Manual reclass,,JSMITH
5100018575,1,3000,2026,2026-01,2026-01-18,2026-01-18,700000,Interest expense,CC-06-AME,P-012,WaterWorks City,,AA,SAP RE-FX,S,2142.75,-2142.75,GBP,Quarterly allocation,,MBECKER
5100018576,2,3000,2026,2026-01,2026-02-02,2026-01-25,700000,Interest expense,CC-06-AME,P-012,CloudSuite SE,,SA,SAP RE-FX,S,2149.58,-2149.58,GBP,Utility true-up,Late posting,AP_BOT
5100018577,3,3000,2026,2026-01,2026-02-03,2026-01-26,700000,Interest expense,CC-06-AME,P-012,SecureWorks Facilities,,AA,AP Invoice,S,2097.75,-2097.75,GBP,Vendor invoice,Late posting,CONTROLLING
5100018578,4,3000,2026,2026-01,2026-01-26,2026-01-16,700000,Interest expense,CC-06-AME,P-012,LeaseOps Services,,KR,Accrual Engine,S,2091.29,-2091.29,GBP,Vendor invoice,,CONTROLLING
5100018579,1,2000,2026,2026-01,2026-01-30,2026-01-26,400200,Service charge income,CC-11-UK,P-045,,Tenant A,RE,SAP CO Allocation,H,711822.31,711822.31,EUR,Manual reclass,,CONTROLLING
5100018580,2,2000,2026,2026-01,2026-01-17,2026-01-08,400200,Service charge income,CC-11-UK,P-045,,Tenant B,AB,SAP FI,H,740772.6,740772.6,EUR,Quarterly allocation,,AP_BOT
5100018581,1,4000,2026,2026-01,2026-02-04,2026-01-26,570000,Marketing leasing campaigns,CC-04-WES,P-056,CloudSuite SE,,WE,Manual Journal,S,27974.92,-27974.92,USD,Late invoice capture,Late posting,JSMITH
5100018582,2,4000,2026,2026-01,2026-01-30,2026-01-30,570000,Marketing leasing campaigns,CC-04-WES,P-056,EnergiaPlus,,AB,SAP FI,S,28228.16,-28228.16,USD,Vendor invoice,,LCHEN
5100018583,3,4000,2026,2026-01,2026-01-31,2026-01-22,570000,Marketing leasing campaigns,CC-04-WES,P-056,RentAdjust Consulting,,RE,AP Invoice,S,32729.87,-32729.87,USD,Quarterly allocation,,SAP_BATCH
5100018584,1,4000,2026,2026-01,2026-01-06,2025-12-30,710000,FX gain loss,CC-10-UK,P-041,LeaseOps Services,,SA,SAP FI,S,9804.93,-9804.93,USD,Vendor invoice,,CONTROLLING
5100018585,2,4000,2026,2026-01,2026-02-03,2026-02-02,710000,FX gain loss,CC-10-UK,P-041,LeaseOps Services,,WE,SAP CO Allocation,S,6951.91,-6951.91,USD,Quarterly allocation,Late posting,LCHEN
5100018586,3,4000,2026,2026-01,2026-01-28,2026-01-25,710000,FX gain loss,CC-10-UK,P-041,UrbanClean GmbH,,RE,SAP RE-FX,S,7525.7,-7525.7,USD,Lease adjustment,,JSMITH
5100018587,1,1000,2026,2026-02,2026-02-28,2026-02-25,800000,Income tax expense,CC-02-UK,P-029,CloudSuite SE,,SA,Manual Journal,S,14385.47,-14385.47,EUR,Quarterly allocation,,JSMITH
5100018588,1,5000,2026,2026-05,2026-05-28,2026-05-25,513000,Cleaning services,CC-10-DAC,P-008,LegalTrust LLP,,WE,SAP FI,S,4100.09,-4100.09,SGD,Late invoice capture,,SAP_BATCH
5100018589,2,5000,2026,2026-05,2026-05-07,2026-04-28,513000,Cleaning services,CC-10-DAC,P-008,LeaseOps Services,,AA,Depreciation Run,S,3835.12,-3835.12,SGD,Accrual reversal,,SAP_BATCH
5100018590,3,5000,2026,2026-05,2026-05-22,2026-05-20,513000,Cleaning services,CC-10-DAC,P-008,CloudSuite SE,,WE,SAP CO Allocation,S,4484.78,-4484.78,SGD,Utility true-up,,LCHEN
5100018591,1,3000,2026,2026-02,2026-02-02,2026-02-01,500100,Property management fees,CC-07-AME,P-011,WaterWorks City,,AA,Payroll Upload,S,25317.71,-25317.71,GBP,Lease adjustment,,LCHEN
5100018592,2,3000,2026,2026-02,2026-02-12,2026-02-07,500100,Property management fees,CC-07-AME,P-011,TaxAdvisors Global,,FX,AP Invoice,S,28062.68,-28062.68,GBP,Monthly posting,,SAP_BATCH
5100018593,3,3000,2026,2026-02,2026-02-02,2026-02-01,500100,Property management fees,CC-07-AME,P-011,LeaseOps Services,,WE,SAP FI,S,31560.15,-31560.15,GBP,Late invoice capture,,CONTROLLING
5100018594,4,3000,2026,2026-02,2026-02-21,2026-02-11,500100,Property management fees,CC-07-AME,P-011,NorthBuild Contractors,,RE,Accrual Engine,S,34226.41,-34226.41,GBP,Vendor invoice,,AP_BOT
5100018595,1,1200,2026,2026-04,2026-04-07,2026-04-01,540000,Professional services,CC-09-APA,P-051,UrbanClean GmbH,,WE,SAP RE-FX,S,37972.17,-37972.17,EUR,Accrual reversal,,LCHEN
5100018596,2,1200,2026,2026-04,2026-04-21,2026-04-16,540000,Professional services,CC-09-APA,P-051,CloudSuite SE,,AB,SAP FI,S,34584.55,-34584.55,EUR,Utility true-up,,CONTROLLING
5100018597,3,1200,2026,2026-04,2026-04-05,2026-03-29,540000,Professional services,CC-09-APA,P-051,EnergiaPlus,,WE,SAP FI,S,37044.24,-37044.24,EUR,Quarterly allocation,,JSMITH
5100018598,4,1200,2026,2026-04,2026-04-25,2026-04-17,540000,Professional services,CC-09-APA,P-051,CloudSuite SE,,AB,SAP RE-FX,S,36198.69,-36198.69,EUR,Late invoice capture,,CONTROLLING
5100018599,1,2000,2026,2026-01,2026-01-10,2026-01-10,800000,Income tax expense,CC-01-DAC,P-054,CloudSuite SE,,WE,AP Invoice,S,1892.01,-1892.01,EUR,Accrual reversal,,MBECKER
5100018600,1,2100,2026,2026-01,2026-01-16,2026-01-16,510000,Repairs and maintenance,CC-09-AME,P-027,TaxAdvisors Global,,SA,AP Invoice,S,5213.34,-5213.34,EUR,Utility true-up,,CONTROLLING
5100018601,2,2100,2026,2026-01,2026-01-08,2026-01-05,510000,Repairs and maintenance,CC-09-AME,P-027,UrbanClean GmbH,,AB,Manual Journal,S,5355.84,-5355.84,EUR,Vendor invoice,,JSMITH
5100018602,3,2100,2026,2026-01,2026-01-19,2026-01-13,510000,Repairs and maintenance,CC-09-AME,P-027,LegalTrust LLP,,SA,SAP FI,S,4470.44,-4470.44,EUR,Quarterly allocation,,MBECKER
5100018603,4,2100,2026,2026-01,2026-01-26,2026-01-20,510000,Repairs and maintenance,CC-09-AME,P-027,LeaseOps Services,,AA,SAP RE-FX,S,10357.86,-10357.86,EUR,Late invoice capture,,SAP_BATCH
5100018604,5,2100,2026,2026-01,2026-01-07,2025-12-28,510000,Repairs and maintenance,CC-09-AME,P-027,LiftPro Services,,KR,SAP CO Allocation,S,6188.22,-6188.22,EUR,Utility true-up,,JSMITH
5100018605,1,2000,2026,2026-04,2026-05-03,2026-04-29,540000,Professional services,CC-09-DAC,P-054,SecureWorks Facilities,,SA,SAP FI,S,5583.3,-5583.3,EUR,Manual reclass,Late posting,MBECKER
5100018606,2,2000,2026,2026-04,2026-04-14,2026-04-06,540000,Professional services,CC-09-DAC,P-054,NorthBuild Contractors,,AB,Accrual Engine,S,4626.94,-4626.94,EUR,Utility true-up,,JSMITH
5100018607,3,2000,2026,2026-04,2026-04-01,2026-03-26,540000,Professional services,CC-09-DAC,P-054,NorthBuild Contractors,,AB,Manual Journal,S,4466.47,-4466.47,EUR,Vendor invoice,,JSMITH
5100018608,4,2000,2026,2026-04,2026-04-14,2026-04-08,540000,Professional services,CC-09-DAC,P-054,GreenHeat Utilities,,KR,SAP FI,S,5294.33,-5294.33,EUR,Accrual reversal,,LCHEN
5100018609,1,1100,2026,2026-02,2026-02-05,2026-02-02,700000,Interest expense,CC-05-DAC,P-002,GreenHeat Utilities,,AB,SAP FI,S,35900.17,-35900.17,EUR,Vendor invoice,,SAP_BATCH
5100018610,1,2100,2026,2026-01,2026-01-31,2026-01-30,600000,Depreciation buildings,CC-11-DAC,P-059,LeaseOps Services,,WE,SAP RE-FX,S,15564.63,-15564.63,EUR,Utility true-up,,LCHEN
5100018611,2,2100,2026,2026-01,2026-01-15,2026-01-15,600000,Depreciation buildings,CC-11-DAC,P-059,LeaseOps Services,,AA,Manual Journal,S,22182.77,-22182.77,EUR,Monthly posting,,LCHEN
5100018612,3,2100,2026,2026-01,2026-01-12,2026-01-11,600000,Depreciation buildings,CC-11-DAC,P-059,TaxAdvisors Global,,WE,SAP FI,S,20250.13,-20250.13,EUR,Accrual reversal,,CONTROLLING
5100018613,1,1100,2026,2026-05,2026-05-14,2026-05-04,560000,Travel and meetings,CC-02-WES,P-014,RentAdjust Consulting,,AB,SAP FI,S,7106.17,-7106.17,EUR,Manual reclass,,MBECKER
5100018614,2,1100,2026,2026-05,2026-05-28,2026-05-25,560000,Travel and meetings,CC-02-WES,P-014,LiftPro Services,,RE,SAP FI,S,7990.86,-7990.86,EUR,Vendor invoice,,CONTROLLING
5100018615,3,1100,2026,2026-05,2026-05-08,2026-05-08,560000,Travel and meetings,CC-02-WES,P-014,TaxAdvisors Global,,KR,SAP CO Allocation,S,9371.17,-9371.17,EUR,Late invoice capture,,AP_BOT
5100018616,4,1100,2026,2026-05,2026-06-04,2026-05-30,560000,Travel and meetings,CC-02-WES,P-014,WaterWorks City,,SA,Accrual Engine,S,7811.04,-7811.04,EUR,Utility true-up,Late posting,CONTROLLING
5100018617,5,1100,2026,2026-05,2026-05-08,2026-04-28,560000,Travel and meetings,CC-02-WES,P-014,SecureWorks Facilities,,WE,SAP FI,S,9215.54,-9215.54,EUR,Accrual reversal,,SAP_BATCH
5100018618,1,1100,2026,2026-04,2026-04-22,2026-04-12,530000,Property tax,CC-05-WES,P-038,LegalTrust LLP,,RE,Accrual Engine,S,9209.87,-9209.87,EUR,Vendor invoice,,CONTROLLING
5100018619,2,1100,2026,2026-04,2026-04-25,2026-04-23,530000,Property tax,CC-05-WES,P-038,WaterWorks City,,RE,Accrual Engine,S,11207.17,-11207.17,EUR,Utility true-up,,AP_BOT
5100018620,3,1100,2026,2026-04,2026-04-07,2026-04-02,530000,Property tax,CC-05-WES,P-038,GreenHeat Utilities,,FX,SAP CO Allocation,S,10125.75,-10125.75,EUR,Late invoice capture,,LCHEN
5100018621,4,1100,2026,2026-04,2026-04-20,2026-04-13,530000,Property tax,CC-05-WES,P-038,UrbanClean GmbH,,AA,SAP FI,S,11230.08,-11230.08,EUR,Accrual reversal,,CONTROLLING
5100018622,1,5000,2026,2026-01,2026-01-09,2026-01-07,800000,Income tax expense,CC-08-AME,P-067,RentAdjust Consulting,,SA,SAP FI,S,3702.36,-3702.36,SGD,Utility true-up,,CONTROLLING
5100018623,2,5000,2026,2026-01,2026-01-02,2025-12-27,800000,Income tax expense,CC-08-AME,P-067,LegalTrust LLP,,AA,SAP RE-FX,S,3261.55,-3261.55,SGD,Utility true-up,,CONTROLLING
5100018624,1,1200,2026,2026-01,2026-01-21,2026-01-19,500100,Property management fees,CC-11-APA,P-071,TaxAdvisors Global,,WE,SAP FI,S,9258.15,-9258.15,EUR,Manual reclass,,SAP_BATCH
5100018625,2,1200,2026,2026-01,2026-01-23,2026-01-15,500100,Property management fees,CC-11-APA,P-071,WaterWorks City,,WE,Accrual Engine,S,12038.08,-12038.08,EUR,Accrual reversal,,CONTROLLING
5100018626,3,1200,2026,2026-01,2026-01-28,2026-01-28,500100,Property management fees,CC-11-APA,P-071,WaterWorks City,,RE,Manual Journal,S,9968.76,-9968.76,EUR,Late invoice capture,,SAP_BATCH
5100018627,4,1200,2026,2026-01,2026-01-01,2025-12-29,500100,Property management fees,CC-11-APA,P-071,GreenHeat Utilities,,KR,SAP FI,S,8655.08,-8655.08,EUR,Accrual reversal,,SAP_BATCH
5100018628,1,5000,2026,2026-03,2026-03-01,2026-02-27,600000,Depreciation buildings,CC-10-APA,P-008,UrbanClean GmbH,,AB,AP Invoice,S,4482.7,-4482.7,SGD,Utility true-up,,CONTROLLING
5100018629,2,5000,2026,2026-03,2026-03-08,2026-02-27,600000,Depreciation buildings,CC-10-APA,P-008,TaxAdvisors Global,,WE,SAP FI,S,3430.09,-3430.09,SGD,Manual reclass,,SAP_BATCH
5100018630,1,1200,2026,2026-02,2026-03-05,2026-03-04,580000,Bad debt expense,CC-01-DAC,P-028,WaterWorks City,,WE,Accrual Engine,S,29289.94,-29289.94,EUR,Late invoice capture,Late posting,AP_BOT
5100018631,1,3000,2026,2026-02,2026-02-16,2026-02-16,600000,Depreciation buildings,CC-11-APA,P-022,LiftPro Services,,AA,SAP FI,S,19908.47,-19908.47,GBP,Manual reclass,,JSMITH
5100018632,2,3000,2026,2026-02,2026-02-27,2026-02-24,600000,Depreciation buildings,CC-11-APA,P-022,EnergiaPlus,,FX,SAP RE-FX,S,20232.39,-20232.39,GBP,Accrual reversal,,LCHEN
5100018633,3,3000,2026,2026-02,2026-02-20,2026-02-20,600000,Depreciation buildings,CC-11-APA,P-022,CloudSuite SE,,FX,Payroll Upload,S,22770.06,-22770.06,GBP,Utility true-up,,MBECKER
5100018634,4,3000,2026,2026-02,2026-03-04,2026-02-27,600000,Depreciation buildings,CC-11-APA,P-022,LiftPro Services,,SA,Accrual Engine,S,19632.65,-19632.65,GBP,Utility true-up,Late posting,JSMITH
5100018635,1,2000,2026,2026-04,2026-05-05,2026-04-25,590000,Other operating expense,CC-05-AME,P-045,LegalTrust LLP,,AA,AP Invoice,S,59190.28,-59190.28,EUR,Lease adjustment,Late posting,MBECKER
5100018636,2,2000,2026,2026-04,2026-05-05,2026-04-25,590000,Other operating expense,CC-05-AME,P-045,GreenHeat Utilities,,AB,SAP FI,S,54758.68,-54758.68,EUR,Accrual reversal,Late posting,CONTROLLING
5100018637,3,2000,2026,2026-04,2026-04-30,2026-04-26,590000,Other operating expense,CC-05-AME,P-045,EnergiaPlus,,WE,AP Invoice,S,67775.96,-67775.96,EUR,Late invoice capture,,SAP_BATCH
5100018638,4,2000,2026,2026-04,2026-04-21,2026-04-19,590000,Other operating expense,CC-05-AME,P-045,GreenHeat Utilities,,KR,SAP FI,S,56709.94,-56709.94,EUR,Lease adjustment,,SAP_BATCH
5100018639,5,2000,2026,2026-04,2026-04-16,2026-04-07,590000,Other operating expense,CC-05-AME,P-045,WaterWorks City,,FX,SAP RE-FX,S,62874.31,-62874.31,EUR,Accrual reversal,,JSMITH
5100018640,1,1200,2026,2026-05,2026-05-28,2026-05-18,700000,Interest expense,CC-02-AME,P-071,SecureWorks Facilities,,FX,SAP FI,S,7878.81,-7878.81,EUR,Monthly posting,,CONTROLLING
5100018641,2,1200,2026,2026-05,2026-05-21,2026-05-18,700000,Interest expense,CC-02-AME,P-071,TaxAdvisors Global,,AB,SAP CO Allocation,S,9177.53,-9177.53,EUR,Vendor invoice,,SAP_BATCH
5100018642,3,1200,2026,2026-05,2026-05-06,2026-04-30,700000,Interest expense,CC-02-AME,P-071,SecureWorks Facilities,,AA,AP Invoice,S,8401.56,-8401.56,EUR,Quarterly allocation,,LCHEN
5100018643,4,1200,2026,2026-05,2026-05-15,2026-05-13,700000,Interest expense,CC-02-AME,P-071,NorthBuild Contractors,,KR,AP Invoice,S,6398.23,-6398.23,EUR,Late invoice capture,,AP_BOT
5100018644,1,4000,2026,2026-04,2026-04-09,2026-04-03,400200,Service charge income,CC-01-WES,P-043,,Retail Tenant,RE,Manual Journal,H,89166.76,89166.76,USD,Lease adjustment,Manual high value,SAP_BATCH
5100018645,2,4000,2026,2026-04,2026-05-05,2026-04-26,400200,Service charge income,CC-01-WES,P-043,,Anchor Tenant,AA,SAP FI,H,103672.6,103672.6,USD,Manual reclass,Late posting,AP_BOT
5100018646,3,4000,2026,2026-04,2026-04-15,2026-04-09,400200,Service charge income,CC-01-WES,P-043,,Anchor Tenant,SA,AP Invoice,H,112951.47,112951.47,USD,Manual reclass,,LCHEN
5100018647,4,4000,2026,2026-04,2026-04-19,2026-04-10,400200,Service charge income,CC-01-WES,P-043,,Retail Tenant,AB,SAP FI,H,104974.3,104974.3,USD,Manual reclass,,JSMITH
5100018648,1,1000,2026,2026-02,2026-02-16,2026-02-12,401000,Parking income,CC-07-WES,P-064,,Tenant C,FX,SAP RE-FX,H,185564.82,185564.82,EUR,Manual reclass,,JSMITH
5100018649,1,1000,2026,2026-02,2026-02-25,2026-02-22,580000,Bad debt expense,CC-01-DAC,P-064,EnergiaPlus,,KR,SAP RE-FX,S,11852.28,-11852.28,EUR,Utility true-up,,CONTROLLING
5100018650,2,1000,2026,2026-02,2026-02-12,2026-02-12,580000,Bad debt expense,CC-01-DAC,P-064,EnergiaPlus,,RE,Accrual Engine,S,11166.88,-11166.88,EUR,Lease adjustment,,JSMITH
5100018651,1,4000,2026,2026-01,2026-01-23,2026-01-19,511000,Utilities electricity,CC-05-DAC,P-056,LiftPro Services,,KR,AP Invoice,S,13963.25,-13963.25,USD,Quarterly allocation,,JSMITH
5100018652,2,4000,2026,2026-01,2026-02-04,2026-01-26,511000,Utilities electricity,CC-05-DAC,P-056,SecureWorks Facilities,,AA,AP Invoice,S,12328.98,-12328.98,USD,Monthly posting,Late posting,AP_BOT
5100018653,3,4000,2026,2026-01,2026-01-01,2026-01-01,511000,Utilities electricity,CC-05-DAC,P-056,LiftPro Services,,SA,AP Invoice,S,12509.66,-12509.66,USD,Manual reclass,,SAP_BATCH
5100018654,1,2000,2026,2026-04,2026-04-20,2026-04-10,400100,Rental income,CC-02-UK,P-045,,Tenant C,SA,AP Invoice,H,674094.76,674094.76,EUR,Utility true-up,,CONTROLLING
